Product_ID|Price|Location|Shipping|Product_desc|In_Stock|ref_link|Product_image
57|$9,342|Cape Verde|$91.10|ac risus. Morbi metus. Vivamus euismod urna. Nullam|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
198|$5,685|Western Sahara|$20.27|erat|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
196|$6,685|Taiwan|$66.94|in lobortis tellus justo sit amet nulla.|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
46|$6,939|Norfolk Island|$13.98|mollis vitae, posuere|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
126|$7,488|Argentina|$15.67|metus. Aenean|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
129|$8,753|Gambia|$17.95|sed dui. Fusce aliquam, enim nec|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
181|$6,052|Niue|$14.62|In scelerisque scelerisque|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
177|$5,092|Sao Tome and Principe|$93.94|est|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
123|$6,708|Netherlands|$52.77|scelerisque,|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
88|$7,106|Marshall Islands|$89.71|nec urna suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
12|$6,149|Sri Lanka|$80.96|non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra|True|amazon.com|https://i.imgur.com/Nm2eU3C.png
94|$5,801|China|$2.54|at,|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
20|$5,640|Benin|$40.67|hymenaeos. Mauris ut quam vel sapien imperdiet ornare.|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
19|$5,654|Canada|$53.26|adipiscing non, luctus sit amet, faucibus ut, nulla. Cras eu|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
137|$9,051|Dominican Republic|$59.92|velit. Cras lorem lorem, luctus ut, pellentesque eget,|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
28|$5,240|Niue|$77.77|felis ullamcorper viverra. Maecenas iaculis|False|google.com|https://i.imgur.com/Nm2eU3C.png
40|$6,822|Tunisia|$6.35|libero est, congue|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
101|$5,808|Belarus|$36.87|eget nisi dictum augue malesuada malesuada. Integer id|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
8|$9,528|Switzerland|$44.50|massa rutrum magna. Cras|False|google.com|https://i.imgur.com/Nm2eU3C.png
87|$7,397|Laos|$48.43|molestie dapibus ligula. Aliquam erat volutpat. Nulla dignissim.|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
52|$6,216|French Polynesia|$44.94|Nunc|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
94|$5,652|Peru|$12.68|tincidunt, nunc ac mattis ornare, lectus ante dictum mi,|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
200|$9,394|Montenegro|$29.79|erat. Etiam vestibulum|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
189|$8,744|Panama|$7.93|sagittis. Duis|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
128|$8,414|Laos|$95.95|metus urna convallis erat, eget tincidunt dui|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
90|$9,577|Saint Helena, Ascension and Tristan da Cunha|$77.51|tellus faucibus leo, in lobortis tellus justo sit amet nulla.|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
139|$9,900|Panama|$55.14|ligula. Nullam feugiat|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
143|$8,808|Uganda|$45.11|lobortis quis,|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
116|$8,141|Aruba|$5.23|Sed|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
193|$7,914|Algeria|$51.13|pellentesque massa lobortis ultrices.|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
144|$6,464|Dominica|$96.27|non|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
58|$9,979|Congo (Brazzaville)|$26.60|in felis. Nulla tempor augue ac ipsum. Phasellus vitae mauris|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
43|$8,849|Guernsey|$30.76|non enim commodo hendrerit. Donec porttitor tellus|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
111|$8,419|Dominican Republic|$14.23|accumsan convallis, ante lectus convallis|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
28|$6,748|Bosnia and Herzegovina|$66.24|at, velit. Pellentesque ultricies|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
121|$9,245|Belize|$98.65|in sodales elit erat vitae risus. Duis|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
81|$6,742|Lebanon|$2.61|porttitor vulputate, posuere|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
96|$8,896|Mauritania|$77.23|nec, malesuada|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
141|$7,604|Central African Republic|$6.27|ligula.|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
86|$5,066|Belgium|$29.94|metus urna convallis erat, eget tincidunt|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
123|$7,476|Turkey|$81.89|malesuada fringilla est. Mauris|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
43|$6,703|Malawi|$74.65|fringilla est. Mauris eu turpis. Nulla aliquet. Proin|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
32|$6,518|Ghana|$96.12|imperdiet dictum magna. Ut tincidunt orci quis lectus. Nullam suscipit,|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
57|$6,044|Gibraltar|$49.60|dui, nec tempus mauris erat|True|amazon.com|https://i.imgur.com/Nm2eU3C.png
153|$5,864|Guyana|$58.66|ullamcorper, nisl arcu iaculis enim, sit amet ornare lectus|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
59|$5,150|Moldova|$51.97|arcu vel|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
112|$9,721|Tonga|$35.96|amet ultricies sem|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
150|$5,571|Burundi|$33.83|dolor dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare,|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
38|$7,183|Guadeloupe|$72.86|facilisis non, bibendum sed,|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
182|$5,185|United States|$66.33|tristique pellentesque, tellus sem mollis dui, in sodales|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
179|$7,017|Trinidad and Tobago|$38.58|vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
70|$6,294|Monaco|$2.29|Mauris blandit enim consequat purus. Maecenas libero|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
126|$9,176|American Samoa|$81.38|egestas, urna justo faucibus lectus, a sollicitudin orci sem eget|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
71|$9,532|Paraguay|$10.59|pretium aliquet, metus urna convallis erat, eget tincidunt dui|False|google.com|https://i.imgur.com/Nm2eU3C.png
184|$7,202|Kenya|$59.60|dui augue eu tellus. Phasellus elit|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
115|$5,455|Cuba|$29.35|iaculis nec, eleifend|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
102|$5,369|Croatia|$43.44|sagittis placerat. Cras dictum ultricies ligula. Nullam enim. Sed|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
62|$7,393|San Marino|$56.61|Cras vulputate velit eu sem. Pellentesque|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
65|$9,823|Northern Mariana Islands|$18.35|dapibus|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
75|$8,457|Greenland|$71.76|aliquet. Phasellus fermentum convallis ligula. Donec luctus|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
194|$8,312|Netherlands|$24.45|faucibus id, libero. Donec consectetuer mauris id|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
60|$5,768|Venezuela|$67.81|magna a neque. Nullam ut nisi a odio semper cursus.|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
187|$5,527|Saint Martin|$8.28|per conubia nostra, per inceptos hymenaeos. Mauris ut quam|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
16|$5,971|Uruguay|$85.24|adipiscing. Mauris molestie pharetra|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
33|$7,347|India|$51.96|natoque penatibus et magnis dis|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
26|$6,868|Virgin Islands, British|$87.53|purus sapien, gravida non, sollicitudin a, malesuada|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
187|$5,833|Guam|$2.37|quis urna. Nunc quis arcu vel quam dignissim pharetra.|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
151|$8,005|Italy|$56.62|mollis nec, cursus a,|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
31|$6,624|San Marino|$55.19|dictum magna. Ut tincidunt orci quis lectus.|False|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
166|$9,112|Reunion|$1.11|tristique pharetra. Quisque ac libero nec ligula consectetuer rhoncus. Nullam|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
128|$9,427|Central African Republic|$66.16|lacus. Cras|False|google.com|https://i.imgur.com/Nm2eU3C.png
63|$6,534|San Marino|$41.21|Pellentesque|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
73|$9,735|Austria|$77.51|rutrum. Fusce|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
90|$5,188|San Marino|$84.33|libero mauris, aliquam eu, accumsan sed, facilisis vitae,|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
55|$5,139|Georgia|$47.87|egestas hendrerit neque. In|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
75|$8,628|Tonga|$36.10|Lorem ipsum dolor sit amet,|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
118|$9,145|Mauritania|$56.23|ac, fermentum|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
52|$8,369|Brazil|$30.94|arcu. Sed|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
137|$7,065|El Salvador|$74.52|egestas nunc sed libero. Proin|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
163|$6,380|Cuba|$76.97|purus sapien, gravida non,|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
148|$8,071|Trinidad and Tobago|$72.42|porttitor|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
53|$7,901|Saint Lucia|$45.84|neque vitae semper egestas, urna justo faucibus|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
93|$5,464|Burkina Faso|$30.12|montes, nascetur|True|google.com|https://i.imgur.com/Nm2eU3C.png
42|$6,218|Kuwait|$71.49|eu arcu. Morbi sit amet massa.|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
130|$5,535|Bermuda|$0.80|adipiscing. Mauris molestie|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
130|$9,131|Israel|$2.56|vulputate, risus a ultricies adipiscing, enim mi tempor lorem, eget|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
103|$6,964|Albania|$15.87|tempor bibendum.|False|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
42|$8,030|Cape Verde|$40.69|erat semper rutrum. Fusce dolor|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
46|$7,821|Guinea-Bissau|$32.27|eu odio tristique pharetra. Quisque|True|google.com|https://i.imgur.com/Nm2eU3C.png
95|$6,973|Finland|$23.66|sapien imperdiet ornare. In faucibus.|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
60|$7,561|Germany|$39.85|leo elementum sem, vitae aliquam|False|google.com|https://i.imgur.com/Nm2eU3C.png
2|$6,905|Japan|$96.56|Duis cursus, diam at pretium aliquet, metus urna convallis|False|google.com|https://i.imgur.com/Nm2eU3C.png
6|$9,636|Cook Islands|$20.45|facilisi. Sed neque. Sed eget lacus. Mauris|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
185|$8,774|Bolivia|$58.32|dis parturient montes, nascetur ridiculus mus.|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
197|$7,923|Barbados|$99.11|ullamcorper viverra. Maecenas iaculis aliquet diam. Sed diam lorem, auctor|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
32|$5,764|Netherlands|$62.91|turpis vitae|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
140|$7,702|Pakistan|$51.87|tempor bibendum. Donec felis orci, adipiscing|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
79|$7,269|France|$63.21|nec tellus. Nunc lectus pede,|True|google.com|https://i.imgur.com/Nm2eU3C.png
144|$5,593|Germany|$9.39|eget,|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
72|$6,963|United States Minor Outlying Islands|$81.95|Etiam ligula tortor,|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
57|$9,675|British Indian Ocean Territory|$66.02|metus. Vivamus euismod urna. Nullam|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
43|$5,073|Guinea-Bissau|$12.08|dolor elit, pellentesque a, facilisis non, bibendum sed, est.|True|amazon.com|https://i.imgur.com/Nm2eU3C.png
31|$8,590|Eritrea|$80.07|nec tempus scelerisque, lorem ipsum sodales|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
120|$8,215|Tonga|$71.93|Vivamus euismod urna. Nullam lobortis quam a felis ullamcorper viverra.|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
154|$6,092|Falkland Islands|$61.93|non, hendrerit id, ante. Nunc mauris sapien, cursus in,|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
52|$7,287|Cyprus|$87.46|mollis non, cursus non,|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
105|$5,047|Holy See (Vatican City State)|$89.99|dolor quam, elementum at, egestas a, scelerisque sed,|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
171|$5,153|Algeria|$76.83|penatibus et magnis dis parturient|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
47|$6,930|Guernsey|$88.07|amet|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
37|$6,172|Burundi|$21.50|scelerisque scelerisque dui. Suspendisse ac metus vitae velit egestas|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
39|$5,125|Italy|$96.32|mus. Aenean|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
71|$5,839|Brunei|$85.41|arcu. Curabitur ut odio vel est tempor bibendum. Donec felis|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
187|$5,344|Guadeloupe|$90.96|ut nisi a odio semper cursus.|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
125|$7,495|Ecuador|$65.06|nostra, per inceptos hymenaeos. Mauris ut quam vel|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
141|$8,545|Djibouti|$34.08|massa. Suspendisse eleifend. Cras|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
171|$5,237|Bahamas|$52.05|amet lorem|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
25|$9,451|Sudan|$56.25|accumsan interdum libero dui|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
152|$6,932|Monaco|$56.00|augue|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
156|$7,407|Antigua and Barbuda|$61.61|Nam|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
22|$8,467|Guinea|$8.80|velit eget laoreet posuere, enim nisl elementum|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
22|$8,521|Bulgaria|$35.30|ut dolor dapibus|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
14|$7,078|Macao|$68.58|dolor sit amet, consectetuer adipiscing elit. Etiam|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
182|$6,370|Afghanistan|$1.82|elementum, dui quis accumsan convallis, ante lectus|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
143|$7,098|Guatemala|$51.76|vestibulum massa rutrum magna. Cras convallis convallis|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
108|$9,394|Jamaica|$19.11|ornare.|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
51|$6,611|Timor-Leste|$20.36|ac ipsum. Phasellus vitae|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
100|$6,035|Italy|$78.17|magna. Duis dignissim tempor arcu. Vestibulum ut|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
2|$7,135|Korea, South|$64.14|ut cursus luctus, ipsum leo elementum sem, vitae aliquam eros|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
107|$7,986|Botswana|$28.69|vestibulum nec, euismod in, dolor.|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
56|$6,122|Tuvalu|$90.15|consequat,|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
114|$6,882|Micronesia|$82.51|vitae semper egestas, urna justo faucibus lectus, a sollicitudin orci|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
180|$7,643|Costa Rica|$99.90|Nunc mauris elit, dictum eu, eleifend nec, malesuada ut, sem.|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
191|$5,961|Costa Rica|$39.61|Proin ultrices.|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
34|$6,618|Mexico|$6.11|nunc est, mollis|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
6|$9,257|Latvia|$97.07|Vivamus euismod urna.|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
57|$6,595|Samoa|$10.21|lacus. Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
25|$5,509|Suriname|$76.28|ut dolor dapibus gravida. Aliquam tincidunt, nunc ac|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
10|$5,507|Cambodia|$47.14|imperdiet|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
112|$8,383|Saint Vincent and The Grenadines|$11.70|vestibulum. Mauris magna. Duis dignissim|False|google.com|https://i.imgur.com/Nm2eU3C.png
143|$8,991|Mozambique|$62.03|neque et nunc. Quisque ornare tortor at risus. Nunc ac|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
172|$8,411|Sierra Leone|$35.09|cursus a, enim. Suspendisse aliquet, sem|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
191|$8,069|Norway|$25.32|iaculis aliquet diam. Sed diam|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
8|$7,803|Turks and Caicos Islands|$80.94|tristique senectus et netus|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
168|$9,755|Gambia|$78.84|condimentum. Donec at|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
115|$7,832|Singapore|$13.76|diam. Duis mi enim,|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
7|$9,928|Nigeria|$44.35|et tristique pellentesque, tellus sem mollis dui, in sodales elit|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
66|$6,813|Qatar|$87.47|sit amet,|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
89|$9,135|Poland|$48.32|Aliquam nisl. Nulla eu neque|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
127|$7,175|Namibia|$60.49|est arcu ac orci. Ut semper|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
195|$5,588|Northern Mariana Islands|$32.24|vitae, aliquet nec, imperdiet nec, leo. Morbi|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
193|$9,441|Iraq|$85.28|amet nulla.|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
49|$5,340|Isle of Man|$68.67|orci lobortis augue scelerisque mollis. Phasellus|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
181|$6,598|Papua New Guinea|$26.92|urna, nec luctus felis purus ac tellus. Suspendisse|False|google.com|https://i.imgur.com/Nm2eU3C.png
131|$9,438|Bahamas|$92.52|imperdiet dictum magna. Ut tincidunt orci|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
1|$8,999|Thailand|$13.26|mauris a nunc. In at pede. Cras vulputate velit|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
189|$7,437|Costa Rica|$59.30|vitae risus. Duis a mi fringilla mi lacinia mattis. Integer|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
152|$8,555|Northern Mariana Islands|$93.57|dictum magna. Ut tincidunt orci quis lectus.|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
79|$7,578|Kiribati|$30.90|Fusce fermentum fermentum arcu. Vestibulum|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
158|$8,650|Chad|$66.39|risus. Donec egestas. Aliquam nec|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
107|$8,698|Cocos (Keeling) Islands|$64.83|risus quis diam luctus|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
157|$6,187|Norway|$50.51|semper, dui lectus rutrum|False|google.com|https://i.imgur.com/Nm2eU3C.png
100|$5,770|Tonga|$28.60|amet, consectetuer adipiscing elit. Aliquam auctor, velit eget laoreet|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
178|$5,689|Russian Federation|$21.08|laoreet, libero et tristique|False|google.com|https://i.imgur.com/Nm2eU3C.png
18|$5,491|Guam|$46.34|eros non enim commodo hendrerit. Donec porttitor tellus non magna.|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
148|$7,662|South Sudan|$72.17|malesuada vel, venenatis vel, faucibus|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
123|$5,216|Azerbaijan|$54.34|aliquam iaculis, lacus pede sagittis augue, eu tempor erat|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
